Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
844,flat,ramprastha the edge towers,sector 37d,1.0,5650.0,3,3,3+,13.0,Moderately Old,1602.0,0,0,0,0,0,1,38
845,flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,New Property,1278.0,1,0,0,0,1,1,29
846,flat,godrej oasis,sector 88a,1.29,7799.0,3,3,3,5.0,New Property,1642.0,1,0,0,0,1,1,65
847,flat,supertech hues,sector 68,1.0,8475.0,2,2,2,12.0,New Property,1311.0,0,0,0,0,0,1,54
848,house,independent,sector 8,0.82,10224.0,2,4,0,2.0,Moderately Old,891.0,0,0,0,0,0,1,0
849,flat,puri emerald bay,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,2131.0,0,1,0,0,0,2,56
850,flat,emaar palm gardens,sector 83,1.76,9263.0,3,3,3,6.0,Relatively New,1500.0,0,1,0,0,0,2,165
851,flat,m3m skywalk,sector 74,1.6,11380.0,2,2,2,28.0,New Property,1272.0,0,0,0,0,0,1,15
852,house,independent,sohna road road,0.95,8920.0,3,10,3+,3.0,New Property,1065.0,0,0,0,0,0,1,0
853,flat,raheja atharva,sector 109,0.79,7932.0,3,2,2,3.0,Relatively New,1213.0,0,0,0,0,0,2,44
854,flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11.0,New Property,2521.0,0,1,0,0,1,1,86
855,flat,m3m skywalk,sector 74,2.25,12500.0,3,3,3,5.0,Relatively New,1900.0,1,0,0,0,0,1,174
856,flat,signature global park,sohna road,0.65,7295.0,2,2,3,1.0,New Property,822.0,0,0,0,0,0,1,58
857,flat,vipul lavanya,sector 81,0.75,5967.0,2,2,2,7.0,Moderately Old,1397.0,0,0,0,0,0,1,37
858,flat,tulip violet,sector 69,3.1,9823.0,4,6,3+,14.0,Relatively New,2817.0,0,1,0,1,0,1,174
859,flat,tata primanti,sector 72,4.1,13726.0,3,3,3,8.0,Moderately Old,2308.0,0,1,0,0,0,1,38
860,flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3+,9.0,Relatively New,2222.0,0,1,0,0,0,2,72
861,flat,m3m heights,sector 65,2.44,13297.0,3,3,2,7.0,Under Construction,1654.0,0,0,0,0,0,1,31
862,flat,allure homes,sector 12,0.72,7273.0,2,2,1,2.0,Relatively New,1100.0,0,0,0,0,1,2,16
863,flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,2,49
864,flat,bptp terra,sector 37d,1.49,8107.0,3,3,3,20.0,Relatively New,1707.0,0,0,0,0,1,1,49
865,flat,tulip purple,sector 69,2.6,10833.0,4,4,3+,4.0,Moderately Old,2172.0,0,1,0,0,0,1,37
866,flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3,3,3,1.0,Relatively New,1833.0,0,1,0,0,0,2,124
867,house,ardee city,sector 52,5.5,20370.0,9,9,3+,3.0,Moderately Old,2700.0,0,1,0,1,1,2,26
868,flat,millenia,sector 37c,0.4,6667.0,2,2,2,4.0,New Property,667.0,0,0,0,0,0,1,29
869,flat,shree vardhman flora,sector 90,0.92,4718.0,3,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,2,49
870,flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,2,117
871,flat,paras dews,sector 106,0.88,6354.0,2,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,1,49
872,flat,bptp amstoria,sector 102,1.9,8444.0,3,3,3+,1.0,Relatively New,2500.0,0,1,0,0,0,1,174
873,house,independent,sector 46,5.65,23870.0,8,6,3+,3.0,Moderately Old,2367.0,0,1,0,0,0,2,67
875,flat,signature global orchard avenue,sector 93,0.4,5479.0,2,2,0,0.0,Relatively New,730.0,0,0,0,0,0,1,0
876,house,independent,sector 24,5.25,38889.0,4,4,3+,2.0,Relatively New,1350.0,0,1,0,1,0,2,72
877,flat,ireo victory valley,sector 67,3.05,16267.0,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,2,165
878,flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,1508.0,0,0,0,0,0,2,158
879,house,independent,sector 54,3.51,12342.0,4,4,3,4.0,New Property,2844.0,0,1,0,0,0,1,73
880,house,independent,sector 10a,3.6,19608.0,3,4,3,3.0,Moderately Old,1836.0,0,0,0,1,0,2,28
881,flat,godrej aria,sector 79,1.1,11482.0,2,2,3,9.0,New Property,81.0,0,0,0,0,0,1,62
882,flat,m3m woodshire,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,1388.0,1,0,0,0,0,1,112
883,flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,2,165
884,flat,signature global park,sohna road,0.55,6691.0,2,2,3,3.0,Relatively New,913.0,0,0,0,0,0,1,58
885,flat,smart world gems,sector 89,1.25,8784.0,3,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,1,12
886,house,independent,sector 4,0.92,15257.0,1,4,3,4.0,Moderately Old,603.0,0,0,0,0,1,1,0
887,flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,1,106
888,flat,shree arihant apartment,sector 54,1.5,8108.0,3,3,3+,4.0,Moderately Old,1700.0,0,0,0,1,0,2,75
889,flat,hcbs sports ville,sohna road,0.22,3143.0,1,1,1,1.0,New Property,778.0,0,0,0,0,0,1,86
890,flat,godrej summit,sector 104,0.82,9856.0,2,2,3,12.0,Relatively New,86.0,1,0,0,0,0,1,120
891,flat,ats kocoon,sector 109,2.95,10351.0,4,4,3+,7.0,Relatively New,3150.0,0,1,1,0,0,2,158
892,flat,ansal heights 86,sector 86,0.87,5367.0,2,2,1,12.0,New Property,1231.0,0,0,0,0,1,2,45
893,flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,1833.0,1,1,1,1,0,0,174
894,flat,m3m heights,sector 65,2.33,18477.0,2,2,3,35.0,Under Construction,1141.0,0,0,0,0,0,2,49
895,flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,9.0,Relatively New,1946.0,0,1,0,0,0,1,94
896,flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,1493.0,0,1,0,0,0,2,21
897,flat,valley view estate,gwal pahari,0.38,6090.0,1,1,1,11.0,Moderately Old,565.0,0,0,0,0,0,1,42
898,flat,signature global park,sohna road,0.78,6446.0,3,3,3,3.0,Relatively New,1344.0,0,0,0,1,0,1,150
899,flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,1554.0,1,0,0,0,0,2,61
900,flat,godrej nature plus,sector 33,1.67,10503.0,3,2,2,18.0,Under Construction,1857.0,0,0,0,0,0,1,67
901,house,independent,sector 28,12.0,42194.0,4,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,2,60
902,flat,avl 36 gurgaon,sector 36a,0.45,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0,1,0
903,flat,the close north,sector 50,2.35,11358.0,3,3,3,8.0,Moderately Old,1900.0,0,0,0,0,0,2,49
904,flat,parsvnath green ville,sector 48,2.0,7764.0,3,3,0,15.0,Relatively New,1923.0,0,1,0,0,0,1,74
905,flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,1,135
907,flat,la vida by tata housing,sector 113,1.9,18500.0,3,2,2,10.0,Relatively New,1285.0,0,0,0,1,0,2,174
908,flat,signature global solera,sector 107,0.49,8221.0,2,2,1,8.0,Relatively New,598.0,0,0,0,0,1,0,49
909,flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,1,49
910,flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Relatively New,1305.0,0,0,0,1,0,1,86
911,flat,mapsko mount ville,sector 79,1.4,9396.0,3,3,3,2.0,New Property,1656.0,0,0,0,0,0,2,112
912,flat,krrish provence estate,gwal pahari,5.25,9052.0,4,5,3+,2.0,New Property,5249.0,1,1,0,1,0,1,49
913,flat,tulip violet,sector 69,1.9,9453.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,1,49
914,flat,ats triumph,sector 104,1.75,7642.0,3,4,3+,12.0,Relatively New,2036.0,1,1,0,1,1,2,21
915,house,central park flower valley,sector 33,1.15,9350.0,2,2,3,2.0,Relatively New,1400.0,1,0,0,0,0,2,71
916,flat,takshila heights sector 37 c,sector 37,0.67,5583.0,2,2,2,3.0,Relatively New,1086.0,0,0,0,0,0,1,23
917,flat,rof ananda,sector 95,0.2,5602.0,1,1,1,2.0,Relatively New,407.0,0,0,0,1,0,1,53
918,flat,tulip violet,sector 69,1.68,10072.0,3,3,2,0.0,Relatively New,1510.0,0,0,0,0,0,1,157
919,house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,1800.0,0,1,1,0,0,1,89
920,flat,tulip white,sector 69,0.9,6000.0,3,2,3+,1.0,Relatively New,1326.0,0,0,0,0,0,2,149
921,flat,mvn athens,sohna road,0.26,5394.0,2,2,1,2.0,Relatively New,535.0,0,0,0,0,0,1,37
923,flat,ireo the corridors,sector 67a,1.6,9265.0,3,3,2,3.0,New Property,1346.0,0,0,1,0,0,2,142
924,flat,m3m the tree of life,sector 111,2.35,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,1,0
925,flat,ats tourmaline,sector 109,1.45,6744.0,3,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,1,71
926,house,independent,sector 4,2.35,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,1,0,1,43
927,flat,smart world gems,sector 89,1.2,8433.0,3,3,2,3.0,New Property,1423.0,1,0,0,0,1,1,37
928,house,independent,sector 45,16.0,35003.0,6,7,3+,3.0,Relatively New,4500.0,1,1,1,1,0,2,105
929,flat,laxmi pareena,sector 99a,0.3,6667.0,2,1,0,12.0,New Property,500.0,0,0,0,0,0,1,0
930,flat,vatika lifestyle homes,sector 83,1.3,4545.0,3,3,1,6.0,Relatively New,2588.0,0,0,0,0,0,1,79
931,flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,New Property,733.0,0,0,0,0,0,1,60
932,flat,earth copia,sector 112,0.7,4673.0,2,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,1,65
933,house,independent,sector 3,0.55,7333.0,1,1,0,1.0,Moderately Old,750.0,0,0,0,0,0,1,0
934,house,independent,sector 7,2.0,13889.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,1,22
935,house,independent,sector 4,0.8,11852.0,2,3,1,2.0,Moderately Old,675.0,0,0,0,0,0,1,0
936,flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,Moderately Old,556.0,0,0,0,0,1,1,0
937,house,international city by sobha phase 1,sector 109,6.0,9634.0,4,5,3,2.0,Moderately Old,6228.0,0,0,0,0,0,1,76
938,flat,orris carnation residency,sector 85,0.88,5954.0,3,3,1,1.0,Relatively New,1344.0,0,0,0,0,0,1,65
939,flat,emaar gurgaon greens,sector 102,1.4,13685.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,1,67
940,flat,sobha city,sector 108,3.35,13267.0,3,4,2,19.0,New Property,2525.0,0,0,0,0,0,1,102
941,flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3,3,3,1.0,Relatively New,1531.0,0,0,0,0,0,1,100
942,flat,raheja vanya,sector 99a,0.85,6789.0,2,2,2,3.0,New Property,1133.0,0,0,0,0,0,1,43
943,flat,not applicable,sector 4,0.42,5600.0,2,2,1,3.0,Relatively New,833.0,0,0,0,0,0,2,26
944,house,independent,sector 7,1.55,13889.0,2,2,2,1.0,Moderately Old,1080.0,0,0,0,0,0,2,52
945,flat,ansal heights 86,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1231.0,0,0,0,0,0,1,67
946,flat,ashiana anmol,sector 33,1.1,8627.0,2,2,2,4.0,Under Construction,1275.0,0,0,0,0,0,1,0
947,flat,tulip violet,sector 69,1.42,8999.0,3,3,2,8.0,Relatively New,1428.0,0,0,0,1,0,2,94
948,flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Moderately Old,1362.0,0,0,0,0,0,1,72
949,flat,navjyoti apartment,sector 38,2.1,11939.0,4,4,3+,10.0,Old Property,1954.0,0,0,0,0,0,0,22
950,house,unitech espace,sector 50,7.5,34722.0,3,3,2,2.0,Moderately Old,2160.0,0,1,0,0,0,2,66
951,flat,sare homes,sector 92,0.95,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,0,0,1,7
952,flat,jmd gardens,sector 33,3.25,7509.0,4,4,3+,17.0,Old Property,4809.0,0,1,0,0,0,2,130
953,flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,1,49
954,flat,godrej oasis,sector 88a,1.19,10162.0,2,2,3,15.0,Relatively New,1387.0,1,0,0,1,0,2,174
955,house,independent,sector 23,1.2,6231.0,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,2,79
956,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2,2,2,11.0,New Property,1166.0,0,0,0,0,0,2,49
957,flat,bestech park view city,sector 48,1.76,9910.0,3,3,3+,9.0,Moderately Old,1576.0,0,1,0,1,0,2,158
958,flat,microtek greenburg,sector 86,1.45,9797.0,3,2,3,8.0,Relatively New,1480.0,0,0,0,0,0,0,72
959,flat,tulip violet,sector 69,1.4,8855.0,3,3,2,9.0,Relatively New,1428.0,0,0,0,1,0,1,120
960,flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,3925.0,1,1,1,0,0,2,158
961,flat,bestech park view spa next,sector 67,2.72,11574.0,4,4,3+,0.0,Relatively New,2250.0,0,1,0,1,0,2,128
962,flat,signature global orchard avenue,sector 93,0.4,7353.0,2,2,2,11.0,New Property,604.0,0,0,0,0,0,1,37
963,flat,capital residences 360,sector 70a,1.1,7586.0,2,2,3+,8.0,New Property,1312.0,0,0,0,0,0,1,60
964,flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,0,0,0,2,110
965,flat,eldeco accolade,sohna road,0.95,6177.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,1,72
966,house,vipul tatvam villa,sector 48,19.5,22222.0,5,6,3,2.0,Moderately Old,8775.0,1,1,1,1,0,2,110
967,flat,experion windchants,sector 112,5.6,11530.0,4,6,3+,15.0,Moderately Old,3662.34,0,1,0,0,0,2,157
968,flat,tarc maceo,sector 91,0.96,5411.0,2,2,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,1,85
969,flat,dlf the ultima,sector 81,2.34,11185.0,3,4,3+,14.0,Relatively New,1760.0,0,1,0,0,0,0,174
970,flat,bhawna cghs,sector 43,3.25,10156.0,4,4,3+,12.0,Moderately Old,3115.0,0,0,0,1,0,2,119
971,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,1,49
972,flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,1,76
973,house,independent,sector 36,0.75,6938.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0,1,0
974,house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New Property,3240.0,1,1,0,1,0,2,153
976,flat,bestech park view residency,sector 2,0.98,6262.0,2,2,3,14.0,Moderately Old,1416.0,1,0,0,0,0,1,92
977,flat,tulip violet,sector 69,1.66,10134.0,3,3,2,0.0,Relatively New,1482.0,0,0,0,0,0,1,157
978,flat,smriti apartment,sector 56,0.52,10656.0,1,1,1,1.0,Old Property,475.0,0,0,0,0,0,1,34
979,flat,eldeco accolade,sohna road,0.66,5181.0,2,2,3,12.0,Relatively New,978.0,0,0,0,1,0,1,49
980,house,independent,sector 12,0.7,4118.0,4,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0,1,0
981,house,ansals palam vihar,sector 2,9.0,19231.0,5,5,2,2.0,Old Property,4680.0,1,1,1,1,0,0,110
982,flat,ss the leaf,sector 85,1.2,10453.0,2,2,3+,2.0,Relatively New,1380.0,0,0,1,0,0,1,156
983,flat,avl 36 gurgaon,sector 36a,0.36,9000.0,1,1,1,7.0,Relatively New,407.0,0,0,0,0,0,1,95
984,house,independent,sector 5,3.5,15556.0,6,5,2,3.0,Old Property,2250.0,1,1,0,1,1,0,155
985,flat,bestech park view spa next,sector 67,2.35,12145.0,3,4,3+,14.0,Moderately Old,1751.0,0,1,0,0,0,2,156
986,flat,capital residences 360,sector 70a,1.51,7642.0,3,3,3,7.0,Relatively New,1788.0,0,1,0,0,0,1,49
987,flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,2,119
988,flat,godrej air,sector 85,1.05,10606.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,1,45
989,flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,2,31
990,house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1800.0,0,1,0,1,0,2,112
991,flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,867.0,0,0,0,0,0,1,45
992,flat,paras dews,sector 106,0.88,6354.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,1,49
994,flat,bptp park generations,sector 37d,1.5,9868.0,3,2,3+,17.0,Relatively New,1376.0,0,0,0,0,0,1,42
995,flat,ats kocoon,sector 109,1.75,10029.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,1,0,2,49
996,flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,1,66
997,flat,m3m merlin,sector 67,3.0,14656.0,3,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,2,174
998,flat,gls arawali homes,sohna road,0.28,4308.0,2,2,2,12.0,New Property,588.0,0,0,0,0,0,1,0
999,flat,signature global park,sohna road,0.56,6813.0,2,2,3,3.0,New Property,913.0,0,0,0,0,0,1,111
1000,house,independent,sector 12,3.71,19818.0,3,3,1,4.0,Moderately Old,1872.0,0,0,0,1,0,1,0
1001,flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New Property,2006.0,0,1,0,0,0,1,72
1002,flat,corona optus,sector 37c,1.25,8929.0,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,1,49
1003,flat,ats triumph,sector 104,2.0,8734.0,3,4,3+,4.0,Relatively New,2072.0,0,1,0,0,0,1,60
1004,flat,signature global solera,sector 107,0.35,6494.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
1005,flat,ats kocoon,sector 109,2.15,10263.0,3,4,3,9.0,Relatively New,1896.0,0,1,0,0,0,1,97
1006,flat,emaar mgf palm hills,sector 77,1.64,8410.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,1,102
1007,house,independent,sector 4,0.85,7522.0,3,3,0,1.0,Moderately Old,1130.0,0,0,0,0,0,1,0
1008,flat,malibu towne,sector 47,2.4,10000.0,3,3,0,0.0,Moderately Old,2667.0,0,0,0,0,0,2,22
1009,house,independent,sector 13,4.5,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,1,0
1010,flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,1,120
1011,flat,emaar gurgaon greens,sector 102,1.38,13490.0,3,3,3,6.0,Relatively New,1315.0,0,1,0,0,0,2,128
1012,house,dlf city plots phase 2,sector 25,15.5,34307.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,1,144
1013,flat,chd avenue,sector 71,1.35,5745.0,4,4,3,8.0,Moderately Old,2127.0,0,1,0,0,0,1,26
1014,flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4,4,3+,2.0,Relatively New,1975.0,0,1,0,0,0,1,87
1015,flat,breez global hill view,sohna road,0.32,5776.0,2,2,2,19.0,Relatively New,616.0,0,0,0,0,0,2,21
1016,flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively New,1201.0,0,0,0,1,0,1,174
1017,flat,signature global solera,sector 107,0.36,6569.0,2,2,1,9.0,Relatively New,496.0,0,0,0,0,0,1,28
1018,flat,m3m soulitude,sector 89,1.0,9066.0,2,2,2,2.0,New Property,1226.0,1,0,0,0,0,1,49
1019,flat,breez global hill view,sohna road,0.35,5319.0,2,2,2,18.0,New Property,658.0,0,0,0,0,0,1,15
1020,flat,vipul world floors,sector 48,4.3,13871.0,4,5,3+,4.0,New Property,3444.0,1,1,0,1,0,1,88
1021,flat,ireo the corridors,sector 67a,1.7,9844.0,3,3,2,10.0,New Property,1346.0,0,1,0,0,1,2,44
1022,flat,tulip violet,sector 69,1.36,8843.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,1,86
1023,house,ansal sushant lok 2,sector 56,3.4,22222.0,6,6,3+,2.0,Moderately Old,1530.0,0,0,0,0,0,2,29
1024,house,independent,sector 67,3.0,11905.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,1,0
1025,house,independent,sector 43,14.0,39886.0,9,9,3+,4.0,Moderately Old,3510.0,0,1,0,0,0,1,7
1026,flat,sobha city,sector 108,3.95,16859.0,3,5,2,15.0,New Property,2343.0,0,1,0,0,0,1,118
1027,house,dlf the grove,sector 54,5.7,23457.0,4,4,0,1.0,Moderately Old,2430.0,0,0,0,0,0,1,46
1028,flat,dlf new town heights,sector 90,1.65,5684.0,4,4,3+,7.0,Moderately Old,2468.0,0,0,0,0,0,1,117
1029,flat,ansals duplex flat,sector 2,0.95,7308.0,2,3,2,1.0,Old Property,1444.0,1,0,0,0,0,2,20
1030,flat,dlf new town heights,sector 90,1.25,6477.0,3,3,3+,6.0,Relatively New,1929.0,0,1,0,1,0,1,136
1031,flat,indiabulls enigma,sector 110,3.79,9896.0,5,5,3,4.0,Relatively New,3466.0,0,1,0,0,1,1,125
1032,house,my home,sector 110,0.34,12593.0,2,2,2,3.0,Moderately Old,270.0,0,0,0,0,0,1,22
1033,house,independent,sector 24,3.5,32407.0,2,4,3,3.0,Old Property,1080.0,0,0,0,0,0,1,15
1034,flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3,3,3,10.0,Relatively New,1465.0,1,1,0,1,1,1,49
1035,house,bptp pedestal,sector 70a,0.9,7582.0,2,2,3+,3.0,New Property,1319.0,0,1,0,0,1,1,153
1036,flat,smart world orchard,sector 61,1.58,13739.0,2,2,2,3.0,New Property,1278.0,1,0,0,0,0,1,15
1038,flat,gls avenue 51,sector 92,0.5,7812.0,3,3,1,0.0,Relatively New,579.0,0,0,0,0,0,1,0
1039,house,independent,sector 48,5.5,23504.0,4,4,2,2.0,Relatively New,2340.0,0,1,0,0,0,2,22
1040,flat,lotus homz,sector 111,0.36,8889.0,1,1,1,10.0,Relatively New,450.0,0,0,0,0,0,1,44
1041,flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,1,157
1042,house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,3.0,Moderately Old,3600.0,1,1,1,1,0,2,151
1043,flat,malibu towers,sector 47,2.45,10699.0,3,4,2,1.0,Old Property,2544.0,1,0,0,0,0,2,42
1044,flat,tulip violet,sector 69,2.05,9951.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,1,157
1045,flat,ats triumph,sector 104,4.45,6846.0,4,5,3+,27.0,Relatively New,7222.0,0,0,0,0,0,1,110
1046,flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,2,2,3,14.0,Relatively New,1368.0,0,0,0,0,0,1,0
1047,flat,la vida by tata housing,sector 113,2.4,10825.0,3,4,3+,5.0,Relatively New,1940.0,0,1,0,0,0,1,49
1049,house,independent,sector 21,0.6,6173.0,3,3,2,3.0,Old Property,972.0,0,0,0,0,0,1,0
1050,house,independent,sector 26,17.0,37627.0,5,5,3+,2.0,Relatively New,4518.0,1,1,1,1,0,2,124
1051,flat,sobha city,sector 108,2.5,14611.0,3,3,2,19.0,New Property,1480.0,0,0,0,0,0,1,166
1052,flat,ardee city,sector 52,1.5,9146.0,4,4,3,3.0,Old Property,1484.0,0,0,0,0,0,1,65
1053,flat,umang monsoon breeze,sector 78,1.15,5285.0,3,3,3,9.0,Moderately Old,1969.0,0,1,0,0,1,1,22
1054,flat,signature global solera,sector 107,0.28,5833.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,1,45
1055,flat,signature global park 4,sector 36,0.85,11333.0,3,2,3,1.0,New Property,833.0,0,0,0,0,0,1,33
1056,flat,dlf the ultima,sector 81,3.45,12357.0,4,4,3+,25.0,Moderately Old,2527.0,0,1,0,0,0,1,67
1057,flat,tata primanti,sector 72,4.25,13077.0,4,4,3+,0.0,Relatively New,2941.0,0,1,0,0,0,2,174
1058,flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New Property,1423.0,0,0,0,0,0,1,45
1059,flat,signature global grand iva,sector 103,0.5,6250.0,2,2,2,10.0,Relatively New,698.0,0,0,0,0,0,1,8
1060,flat,godrej oasis,sector 88a,1.45,8367.0,2,2,3+,9.0,Relatively New,133.0,1,0,0,0,0,0,85
1061,flat,emaar mgf the palm drive,sector 66,2.8,14359.0,3,3,2,12.0,New Property,1950.0,1,1,0,1,0,0,69
1062,house,independent,sector 23,2.8,17983.0,5,5,3+,2.0,Old Property,1557.0,0,0,0,1,0,2,74
1063,house,international city by sobha phase 1,sector 109,6.75,10838.0,4,4,3+,2.0,New Property,6228.0,0,1,0,1,0,1,130
1064,house,independent,sector 7,1.15,8519.0,5,3,2,2.0,Old Property,1350.0,0,0,0,1,0,1,15
1065,flat,signature global rosellia,sector 95,0.45,8755.0,2,2,2,14.0,New Property,571.0,0,0,0,0,0,1,24
1066,flat,dlf new town heights,sector 91,1.75,7403.0,4,4,3+,9.0,Relatively New,2139.0,0,1,0,1,0,1,88
1067,flat,vatika gurgaon,sector 83,1.1,6162.0,3,3,3+,5.0,Relatively New,1600.0,0,0,0,0,0,2,96
1068,flat,pareena mi casa,sector 68,1.7,8504.0,4,4,3,2.0,New Property,1809.0,0,0,0,0,0,1,47
1069,flat,raheja the vedaanta floors,sector 108,0.7,4522.0,2,2,3,1.0,Moderately Old,1720.0,0,0,0,0,0,2,0
1070,flat,bestech park view residency,sector 2,1.51,7869.0,3,4,3+,7.0,Moderately Old,1738.0,0,1,0,0,0,2,84
1071,flat,pyramid urban homes 2,sector 86,0.44,7321.0,2,2,2,6.0,Relatively New,668.0,0,0,0,0,0,2,63
1072,flat,adani m2k oyster grande,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,2351.0,1,1,0,0,0,2,165
1073,flat,godrej summit,sector 104,1.75,7530.0,4,5,3+,1.0,New Property,2582.0,0,1,0,0,0,1,60
1074,flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,1,86
1075,flat,ansal heights,sector 92,0.6,4545.0,2,2,3,11.0,Under Construction,1195.0,0,0,0,0,1,1,23
1076,flat,guru gram haryana cghs,sector 56,1.38,7225.0,3,3,3,5.0,Moderately Old,1910.0,1,0,0,0,0,2,134
